"chr","start","end","length","nCG","meanMethy1","meanMethy2","diff.Methy","areaStat","feature_class","nearest_gene","distance_to_TSS","in_CpG_island","gene_symbol"
"chr11",52166839,52166999,161,8,0.157938168698169,0.211337108366524,-0.0533989396683546,-47.246962696848,NA,"XM_030245773.2",2376,TRUE,"Tcf7"
"chr8",46163945,46164000,56,11,0.0324419993569446,0.047763115078344,-0.0153211157213993,-47.2456918124969,"intron","XM_011242209.1",-25190,TRUE,"Sorbs2"
"chr10",59951611,59951684,74,10,0.0495886571898696,0.0758448944363549,-0.0262562372464853,-47.2174772133163,NA,"XM_006514347.5",-472,TRUE,"Spock2"
"chr8",88794087,88796843,2757,8,0.902057506883911,0.832389297047116,0.0696682098367949,47.1933291702756,"intron","Gm18678",4590,TRUE,NA
"chr15",88890838,88890899,62,10,0.060415196640196,0.0959033685661537,-0.0354881719259577,-47.1749591573704,"intron","XR_004939127.1",-12525,TRUE,"Gm23737"
"chr11",119222974,119223055,82,11,0.916238789299087,0.863923958978546,0.0523148303205406,47.1717691566822,"intron","XM_006532368.5",17796,TRUE,"Card14"
"chr6",59467120,59467216,97,11,0.908539812395503,0.850407014360907,0.0581327980345956,47.1685699709131,NA,"NM_183183.3",-63830,FALSE,"Gprin3"
"chr9",55938232,55938303,72,9,0.0556059021218666,0.0817417313382434,-0.0261358292163768,-47.1630183449943,"exon","NR_033529.1",3314,TRUE,"Gm7444"
"chr9",111453578,111453638,61,8,0.943183659690322,0.893696956922796,0.0494867027675255,47.1535703695188,"intron","XR_379897.3",28162,TRUE,"Gm36034"
"chr3",100478623,100478685,63,8,0.90285664678084,0.827282434207726,0.0755742125731139,47.1498103655347,"intron","XR_004941622.1",-12709,TRUE,"Gm54212"
"chr3",63008270,63008336,67,9,0.887435590884204,0.862703656186879,0.024731934697325,47.1346131381984,NA,"XR_004941755.1",-51302,FALSE,"Gm22433"
"chr12",50388352,50388407,56,4,0.865231902067477,0.797802417198077,0.0674294848693999,47.1299358669287,"exon","NM_001382816.1",14409,TRUE,"Prkd1"
"chrX",44203995,44204090,96,8,0.805688701765505,0.70492428825064,0.100764413514865,47.1286478312495,NA,"NM_026841.2",24192,FALSE,"Prr32"
"chr15",86132525,86132599,75,7,0.864969949795736,0.903949499180109,-0.0389795493843735,-47.1185955211442,"intron","XM_036159367.1",-29267,TRUE,"Tbc1d22a"
"chr13",54850992,54851849,858,7,0.907507211524431,0.837881795899228,0.0696254156252027,47.1168727170354,"intron","NM_001033364.3",1718,TRUE,"Cdhr2"
"chr3",138060842,138065365,4524,6,0.933593258607385,0.881788444547378,0.051804814060007,47.1106516085659,NA,"XM_030252334.2",7273,TRUE,"Adh6b"
"chr4",57300687,57300744,58,6,0.0511084526704087,0.0940417633859793,-0.0429333107155706,-47.0960471905306,NA,"XM_006538099.4",-19,TRUE,"Ptpn3"
"chr10",41802532,41802609,78,7,0.96035987056586,0.899935407196431,0.0604244633694292,47.0923484441269,"intron","Gm17869",17359,TRUE,NA
"chr19",5730548,5730643,96,11,0.921648637374978,0.897360378347438,0.0242882590275401,47.089492083232,NA,"NR_105953.1",-1445,TRUE,"Mir6987"
"chr8",124328535,124328715,181,7,0.945176646024741,0.904794222002432,0.0403824240223087,47.0760279045396,"prom","Rn5s-ps1",-117,FALSE,NA
"chr2",121161041,121161126,86,6,0.952991823416343,0.916673547276375,0.036318276139968,47.0685987168033,"intron","XM_011239621.1",14174,TRUE,"Ppip5k1"
"chr9",73236112,73236177,66,13,0.933734951800139,0.862019740895366,0.0717152109047727,47.059715152819,NA,"XR_004935836.1",-10824,FALSE,"Gm53540"
"chr4",137048003,137048094,92,11,0.0557320653347656,0.0735788964012339,-0.0178468310664683,-47.0435095222696,"exon","XM_036163619.1",35905,TRUE,"Cdc42"
"chr14",117468114,117468201,88,12,0.931869446600499,0.909365990423705,0.0225034561767944,47.0424582283997,"intron","XR_003951116.1",102389,TRUE,"Gm52112"
"chr11",89016557,89016613,57,8,0.942974149540141,0.910547034960371,0.0324271145797703,47.0411129990954,NA,"NR_189017.1",920,FALSE,NA
"chrUn_GL456366",31684,31750,67,10,0.926011601886454,0.87478189933782,0.0512297025486337,47.0070091046755,NA,NA,NA,FALSE,NA
"chr6",54993064,54993119,56,10,0.0700973877740394,0.0908432874774678,-0.0207458997034284,-47.0024724295485,NA,"XR_869119.1",13961,FALSE,"Gm38539"
"chr2",32775562,32775645,84,8,0.0515456700065213,0.0795555808373605,-0.0280099108308392,-46.9981551765715,"intron","XR_003954026.2",-2679,TRUE,"Gm13523"
"chr11",88169528,88169616,89,9,0.912309846040842,0.888636860429846,0.0236729856109961,46.9961811609521,NA,"XR_388945.4",5318,FALSE,"Gm34366"
"chr10",5824070,5824124,55,9,0.0507698207583152,0.0712507899522834,-0.0204809691939682,-46.9888191751708,"intron","Gm18902",-24423,TRUE,NA
"chr10",126196538,126199400,2863,12,0.815678175345932,0.670072207292509,0.145605968053423,46.9862745669047,NA,"NR_166080.1",-8444,FALSE,"1700025K04Rik"
"chr1",189603734,189603840,107,8,0.913613724568781,0.850084508535197,0.0635292160335845,46.9699884134198,"exon","XR_003948568.2",-32535,TRUE,"Gm26574"
"chr9",87068910,87068970,61,10,0.876285080866156,0.768454546927853,0.107830533938303,46.9678769082088,NA,"NM_001359955.1",37631,FALSE,"Mrap2"
"chr15",99947337,99947414,78,10,0.803690747260891,0.855653424146168,-0.0519626768852769,-46.9619851718203,"intron","NM_001159361.3",10809,TRUE,"Dip2b"
"chr10",79892542,79892628,87,7,0.853738559571323,0.822409813918868,0.031328745652455,46.9544050952317,NA,"NM_001037741.4",2699,FALSE,"Gpx4"
"chr13",24416865,24417050,186,6,0.707674022507668,0.821018143828109,-0.113344121320441,-46.95075615884,"intron","XM_011244337.4",-26571,TRUE,"Carmil1"
"chr2",74689554,74689672,119,8,0.150686660581263,0.285818409716533,-0.135131749135271,-46.946883278657,"intron","Gm14425",3506,TRUE,NA
"chr12",108819549,108819733,185,7,0.901610746882009,0.859432502738296,0.0421782441437131,46.9313679903894,NA,"NM_001012310.2",2496,TRUE,"Slc25a47"
"chr2",26481484,26481573,90,7,0.927135165167576,0.878468675285718,0.048666489881858,46.9202896817848,NA,"NR_106155.1",-53,TRUE,"Mir126b"
"chr17",8802405,8802506,102,9,0.0570944543999025,0.0869538876751075,-0.029859433275205,-46.917738632735,"intron","Gm50613",-14623,TRUE,NA
"chr6",71048710,71048804,95,6,0.160353460128889,0.0861290253973712,0.0742244347315178,46.9167048271093,NA,"XR_004933949.1",-31994,FALSE,"Gm23485"
"chr11",59134717,59134797,81,10,0.0891624124961505,0.112142203419609,-0.0229797909234587,-46.9125680739073,NA,"NM_007476.4",-15676,FALSE,"Arf1"
"chrX",112151090,112151153,64,11,0.893057307650098,0.794914021941763,0.0981432857083351,46.9079519296483,NA,"Gm7405",-14074,FALSE,NA
"chr15",64119817,64119906,90,10,0.932475769717349,0.8902274504732,0.0422483192441491,46.9069906048269,"intron","XM_011245448.1",47766,TRUE,"Asap1"
"chr5",43636180,43636280,101,11,0.924419079194671,0.90497813270219,0.0194409464924806,46.8906870495691,NA,"XM_006503665.5",-36512,FALSE,"C1qtnf7"
"chr10",21709550,21709619,70,9,0.955827811620239,0.933536166864073,0.0222916447561652,46.8733366542659,NA,"XR_004936470.1",13023,FALSE,"Platr6"
"chr16",89988376,89988438,63,7,0.933591642919775,0.87303233903505,0.0605593038847252,46.8544380769901,NA,"XR_001782002.2",8942,FALSE,"Gm35714"
"chr14",50785455,50785505,51,6,0.0463795285818996,0.0762654833157636,-0.0298859547338641,-46.8519803719335,NA,"Gm19109",-4820,FALSE,NA
"chr10",121475212,121475269,58,9,0.173553456195312,0.230560361300939,-0.0570069051056263,-46.8408515054803,"prom","XM_006513555.3",-1737,FALSE,"D930020B18Rik"
"chr12",103397913,103398019,107,8,0.92715934483167,0.84285488075452,0.0843044640771495,46.8303960532046,"prom","XR_004937777.1",-204,FALSE,"Gm53758"
"chr9",64281344,64281413,70,8,0.0463919457126164,0.0768240580174399,-0.0304321123048236,-46.8278173806953,NA,"XM_036154802.1",-10143,FALSE,"Megf11"
"chr4",63394731,63394827,97,8,0.938498178544774,0.890862561795123,0.0476356167496509,46.8273707265941,"intron","NM_001276371.1",19402,TRUE,"Whrn"
"chr13",62091483,62091540,58,5,0.887930971324478,0.814062908960739,0.073868062363739,46.8257768912566,NA,"Gm35619",27712,FALSE,NA
"chr16",3689909,3689969,61,6,0.692114621534216,0.6097358031733,0.0823788183609165,46.8253018882091,NA,"NM_001033159.2",270,TRUE,"Zfp597"
"chr10",118371516,118371612,97,7,0.945792908192706,0.907242844815089,0.0385500633776171,46.7955891953338,"intron","NR_104123.1",20819,TRUE,"Ifngas1"
"chr14",61328166,61328266,101,9,0.439947216559971,0.528932014352818,-0.0889847977928477,-46.7955161785727,NA,"XR_003951096.2",31698,FALSE,"Gm41168"
"chr13",74836090,74836140,51,10,0.935678557051282,0.908311359234558,0.0273671978167238,46.7831676434521,"intron","XM_011244469.4",46228,TRUE,"Cast"
"chr4",140021216,140021355,140,13,0.865443173265562,0.810015618899147,0.055427554366415,46.7764237234442,NA,"XR_003955144.2",-29401,FALSE,"Gm33895"
"chr13",87843668,87843731,64,7,0.848593492356502,0.785238199768956,0.0633552925875459,46.7652297443475,NA,"XR_873712.1",104346,FALSE,"Gm41012"
"chr7",24623655,24623715,61,9,0.864110814102645,0.791961634323701,0.0721491797789436,46.7534809075173,"intron","XM_030242443.1",8177,TRUE,"Erfl"
"chr14",71118931,71119001,71,10,0.892809596237292,0.827158374738872,0.06565122149842,46.7476722510911,NA,"NM_001302095.1",-8546,FALSE,"Gfra2"
"chr6",148444080,148444137,58,9,0.0461631937673475,0.0671848448077662,-0.0210216510404187,-46.7455984086306,NA,"XR_378194.3",60943,FALSE,"Gm36613"
"chr15",102406811,102406900,90,10,0.052188608100432,0.075220698081977,-0.023032089981545,-46.7444405188627,NA,"XM_017316625.3",11442,TRUE,"Map3k12"
"chr15",67532168,67532247,80,8,0.909774069803832,0.778040390877803,0.13173367892603,46.7378660999838,NA,"XR_004939028.1",325960,FALSE,"Gm53906"
"chr4",59720121,59720230,110,11,0.950262568664228,0.927263494007429,0.0229990746567992,46.7295081881463,NA,"Gm54283",-25190,TRUE,NA
"chr8",114995363,114995565,203,9,0.937227989523775,0.896973603738217,0.0402543857855577,46.7247490358033,"intron","NM_173016.4",63013,TRUE,"Vat1l"
"chr8",35110036,35110099,64,10,0.235708649309503,0.384578700639058,-0.148870051329555,-46.7199412416822,NA,"NR_040706.1",-2567,FALSE,"B930018H19Rik"
"chr6",125218229,125221353,3125,9,0.932994076595725,0.899467485528629,0.0335265910670957,46.7146821445701,NA,"XM_006505901.5",-4216,FALSE,"Cd27"
"chr3",131238809,131238927,119,10,0.926795444834012,0.880279547355214,0.046515897478798,46.7011627306597,NA,"XR_376083.3",23917,FALSE,"Gm36863"
"chr6",87838366,87838434,69,8,0.055984654978475,0.0784718980774112,-0.0224872430989362,-46.6966664275827,NA,"NM_001109746.1",-10279,FALSE,"Cnbp"
"chr10",70023934,70024011,78,7,0.824582250559441,0.885356015717879,-0.0607737651584385,-46.686760394508,NA,"NM_001304739.1",-16483,TRUE,"Mrln"
"chr9",111272638,111272726,89,9,0.305990162685729,0.405292831840424,-0.0993026691546949,-46.6738352357565,"intron","NM_172928.5",4491,TRUE,"Dclk3"
"chr2",160911857,160911917,61,8,0.0722327803240471,0.0910261356434407,-0.0187933553193937,-46.6694543256756,"intron","XR_004940730.1",-8549,TRUE,"Chd6"
"chr5",54974223,54974304,82,6,0.694808970105389,0.642092664178784,0.0527163059266057,46.6677420399348,NA,"XR_004942845.1",-10253,FALSE,"Gm24235"
"chr8",122282920,122282995,76,8,0.0900654855485176,0.127879633829225,-0.0378141482807073,-46.6562740410893,NA,"NR_045903.1",11795,TRUE,"1700030M09Rik"
"chr6",55275279,55275748,470,9,0.877287846570419,0.815070189135767,0.062217657434652,46.6380149692683,"intron","XR_869121.3",29633,TRUE,"Gm38819"
"chr3",89913472,89913794,323,8,0.378187024735521,0.47366205977588,-0.0954750350403585,-46.6302689191538,NA,"XR_004941702.1",4244,TRUE,"Gm24608"
"chr6",52640068,52640126,59,7,0.0397369410360838,0.0711667974401938,-0.03142985640411,-46.6252399852006,NA,"NM_145567.1",-22784,FALSE,"Hibadh"
"chr1",35974139,35974248,110,12,0.908188017238351,0.87657628454428,0.0316117326940707,46.625186522355,NA,"XR_373313.3",-6846,FALSE,"Gm33176"
"chr17",79908865,79909053,189,8,0.876422936761657,0.782178795724655,0.0942441410370024,46.625175021702,"intron","XM_006524499.4",-13196,TRUE,"Rmdn2"
"chr9",103480001,103480070,70,9,0.922464196320493,0.902360445627087,0.020103750693406,46.6149043531476,NA,"XR_379792.2",29446,TRUE,"Gm32682"
"chr11",117271229,117271295,67,10,0.934108168595848,0.8873561316804,0.0467520369154482,46.6090159683529,NA,"XR_389175.3",30802,FALSE,"Gm34128"
"chr2",128361998,128362093,96,9,0.914218761002524,0.887614925812922,0.0266038351896019,46.6066152173973,NA,"XR_866722.1",1716,TRUE,"Gm39927"
"chr16",35872500,35872591,92,7,0.237828554032891,0.185163654120583,0.0526648999123079,46.5949068936468,"intron","NM_027113.2",10942,TRUE,"Wdr5b"
"chr1",132928515,132928598,84,5,0.693828641370004,0.76816473042378,-0.0743360890537756,-46.5851702492493,"intron","XM_006529233.4",24531,TRUE,"Mdm4"
"chr6",3201326,3201437,112,10,0.309147177835648,0.256711295829021,0.0524358820066276,46.5819841211073,NA,"Gm19064",4422,FALSE,NA
"chr6",124915523,124915580,58,10,0.77504426090039,0.571265754536365,0.203778506364025,46.578667463579,NA,"NM_145385.2",7174,FALSE,"Mlf2"
"chrX",46841245,46841300,56,8,0.561535860464416,0.296994147925259,0.264541712539157,46.5700378564553,NA,"Gm6480",27842,FALSE,NA
"chr12",100868843,100868900,58,6,0.95384476815849,0.840401189847545,0.113443578310945,46.5677027185817,"intron","NM_001403314.1",-3018,TRUE,NA
"chr7",104477480,104477541,62,5,0.940420931066265,0.887712478740665,0.0527084523256001,46.562379823121,NA,"Gm4887",7118,FALSE,NA
"chr3",52103254,52103327,74,10,0.0603532403198229,0.0798016299974631,-0.0194483896776402,-46.5607514113811,NA,"XR_375647.5",-15746,FALSE,"Gm30074"
"chr5",3596985,3597069,85,8,0.229999812941839,0.300624756162314,-0.070624943220475,-46.5539605153383,"intron","NM_001042501.1",3154,TRUE,"Fam133b"
"chr1",126557453,126557534,82,9,0.904060346703947,0.861285859976818,0.0427744867271291,46.5486360362705,"intron","XM_011247958.4",-3389,TRUE,"Nckap5"
"chr17",67913734,67913990,257,14,0.576831462718549,0.636120022258715,-0.0592885595401657,-46.5353349044886,"intron","NR_155516.1",22338,TRUE,"Gm36201"
"chr2",73343536,73343592,57,6,0.952556129972618,0.927212290955719,0.0253438390168991,46.5295780509221,NA,"XM_036160349.1",-1911,TRUE,"Wipf1"
"chr6",87117468,87117542,75,7,0.850288734129485,0.731906417414746,0.11838231671474,46.5290047653068,"intron","XR_004933695.1",-7167,TRUE,"Gm53292"
"chrX",128043465,128043527,63,6,0.873668049333996,0.739888830018736,0.133779219315259,46.514746316557,NA,"XR_004940553.1",14108,FALSE,"Gm26029"
"chr17",38349293,38349359,67,9,0.907923918454652,0.836971565525398,0.0709523529292544,46.5133842867322,NA,"XM_030249811.1",17097,FALSE,"Olfr129"
"chr5",103936071,103936135,65,9,0.912519039818575,0.841488318700835,0.0710307211177392,46.5133567944109,"intron","XM_036164846.1",13184,TRUE,"Aff1"
"chr2",32212307,32212366,60,9,0.915884479506388,0.809369536251183,0.106514943255205,46.4932906370563,"intron","NR_029811.1",3837,TRUE,"Mir199b"
"chr11",109505091,109505152,62,6,0.744491588689899,0.869242791011367,-0.124751202321468,-46.4929403219948,"intron","XR_389102.2",1066,TRUE,"Gm11685"
"chr13",54895293,54895396,104,10,0.88998974459362,0.852732948016222,0.0372567965773973,46.4926146026085,"intron","NM_012014.5",2091,TRUE,"Gprin1"
"chr4",155564327,155564514,188,9,0.0811651356823172,0.10968229531226,-0.0285171596299428,-46.4900730540061,NA,"NM_027161.2",10758,FALSE,"Tmem52"
"chr6",134439547,134439607,61,8,0.647955898634643,0.375129436621189,0.272826462013454,46.4871440709209,"exon","NM_001355686.1",48158,TRUE,"Bcl2l14"
"chrX",8475678,8475759,82,10,0.872581700518838,0.759935956329515,0.112645744189323,46.4863316678472,NA,"NM_198898.3",-17624,FALSE,"Ssxb3"
"chr17",32316599,32316660,62,10,0.947753963917599,0.931141469662412,0.0166124942551877,46.4831197473489,NA,"NR_027316.1",-6203,FALSE,"Pdxk-ps"
"chr11",117361979,117362049,71,6,0.922309518987211,0.867482085245096,0.0548274337421153,46.4755060821629,NA,"XR_004937116.1",11830,FALSE,"Gm34418"
"chr18",76771168,76771243,76,11,0.893180382806215,0.852779085401533,0.040401297404682,46.465312473527,NA,"Gm7273",46669,FALSE,NA
"chr13",44054273,44054347,75,9,0.904351441212883,0.790860467130503,0.11349097408238,46.4648333283728,NA,"XR_004938337.1",27997,FALSE,"Gm23117"
"chr17",74268064,74272801,4738,10,0.800544868798071,0.861927458053831,-0.0613825892557602,-46.4584221184823,"intron","NM_011723.3",-10874,TRUE,"Xdh"
"chr5",73854432,73854496,65,9,0.678791938013948,0.768250820082007,-0.0894588820680587,-46.4519987774549,NA,"XR_377025.3",-45236,FALSE,"Gm34902"
"chr11",19925089,19925159,71,11,0.046597952992239,0.0718719953716548,-0.0252740423794157,-46.4513848071964,NA,"XM_036156236.1",-6830,TRUE,"Spred2"
"chr7",90527587,90527648,62,5,0.914423449776245,0.880271071534745,0.0341523782415,46.4496928272573,"intron","XM_036153033.1",-8590,TRUE,"Dlg2"
"chr6",147027787,147027871,85,8,0.937443036285127,0.841491325704146,0.0959517105809814,46.4420379021803,NA,"XR_004933796.1",-33428,FALSE,"Gm53326"
"chr11",120710591,120710708,118,12,0.898288644111793,0.938913586640426,-0.0406249425286327,-46.4380187546017,NA,"NM_007988.3",4666,TRUE,"Fasn"
"chr4",115387954,115388013,60,6,0.911775267113646,0.774595814804242,0.137179452309404,46.4228571550519,"intron","NM_010011.3",12472,TRUE,"Cyp4a10"
"chr12",118954910,118954976,67,7,0.909438264047839,0.860692589004148,0.0487456750436915,46.4223384622732,NA,"XM_017315245.2",-24742,FALSE,"Abcb5"
"chr11",74523620,74523685,66,8,0.198596466494218,0.24787711363969,-0.0492806471454725,-46.421500657478,"intron","XR_001780260.3",-11681,TRUE,"Gm50590"
"chr7",58912360,58912501,142,8,0.914842494206018,0.869084399524292,0.0457580946817266,46.4187209989786,"intron","NM_001393973.1",33187,TRUE,"Ube3a"
"chr15",78673241,78673292,52,9,0.655960438581597,0.738438270085636,-0.0824778315040393,-46.3846299055543,"intron","NM_130859.3",13954,TRUE,"Card10"
"chr10",61977993,61978065,73,8,0.0833936685551342,0.12126749624905,-0.037873827693916,-46.3802645547094,NA,"NM_009719.6",9126,FALSE,"Neurog3"
"chr10",76107012,76107062,51,6,0.936922589465858,0.901371190655167,0.035551398810691,46.3701606007499,"intron","NM_009115.3",17344,TRUE,"S100b"
"chr14",59704845,59704896,52,6,0.939195275071713,0.881537239614971,0.057658035456742,46.3614079566778,"intron","NM_001360593.1",-11504,TRUE,"Cab39l"
"chr11",108944957,108945028,72,11,0.925368767014842,0.883175621849218,0.0421931451656239,46.3578229394083,NA,"XR_004937388.1",12889,FALSE,"Gm24149"
"chr5",122093877,122093979,103,12,0.926932200564524,0.906967204281549,0.0199649962829751,46.3577817959064,"intron","XM_036164775.1",46449,TRUE,"Cux2"
"chr6",68845041,68845097,57,7,0.907621883684958,0.824634422123861,0.0829874615610972,46.3520102050422,"exon","Igkv1-88",-5027,TRUE,NA
"chr19",57342651,57342740,90,9,0.93455105053835,0.911478024266311,0.0230730262720388,46.3486096941208,"intron","NR_040316.1",6592,TRUE,"B230217O12Rik"
"chr5",114867838,114867893,56,8,0.916359778179208,0.876778546065968,0.0395812321132401,46.341552855767,"exon","NR_105995.1",10264,TRUE,"Mir7028"
"chr1",166923012,166923083,72,8,0.909498195367656,0.880447106067425,0.0290510893002306,46.3399199114459,"intron","XR_373685.5",9546,TRUE,"Gm33610"
"chr18",75047198,75047250,53,8,0.62712129348126,0.547431248548424,0.0796900449328354,46.3382429043296,NA,"Rpl37a-ps2",-3685,FALSE,NA
"chr13",93625889,93625952,64,6,0.907787295001165,0.668525347051493,0.239261947949671,46.3301915419434,"intron","NM_021310.3",10365,TRUE,"Jmy"
"chr5",147133696,147133760,65,7,0.838528923571583,0.768306044536836,0.0702228790347473,46.3268686583374,NA,"XR_004942842.1",3304,FALSE,"Gm24556"
"chr14",24490660,24490713,54,10,0.0644823845288941,0.0952014512755304,-0.0307190667466362,-46.3142351370154,"intron","XR_003951210.2",5646,TRUE,"Gm47814"
"chr8",57327963,57328038,76,9,0.178424035810314,0.23395223430424,-0.0555281984939254,-46.3128389169483,"intron","XR_378983.2",13801,TRUE,"Gm33501"
"chr5",8038631,8038718,88,7,0.940477353929363,0.912476536443473,0.0280008174858901,46.3114317997651,NA,"NM_054098.3",28161,FALSE,"Steap4"
"chr13",53465473,53465525,53,9,0.191333663829306,0.245563356602733,-0.0542296927734268,-46.3036299592581,"prom","XR_382387.4",-1688,FALSE,"Gm33631"
"chr18",38089234,38089349,116,8,0.712856014088724,0.81182444099454,-0.0989684269058156,-46.3035001565021,NA,"NM_153793.2",624,TRUE,"Rell2"
"chr2",60484522,60484664,143,8,0.284398252671035,0.0539663767671923,0.230431875903843,46.2941757700008,"intron","NM_021359.3",19374,TRUE,"Itgb6"
"chrX",48463189,48463306,118,9,0.0944012233910862,0.146615382216433,-0.0522141588253466,-46.2841006709913,NA,"NR_167731.1",-29076,FALSE,"Gm14696"
"chr19",6917156,6917226,71,7,0.910753455707159,0.839407397411801,0.0713460582953579,46.2803098552196,"intron","NM_001379534.1",1122,TRUE,"Gpr137"
"chr7",59229544,59229617,74,13,0.0520399098818351,0.0699857449067585,-0.0179458350249234,-46.2721387439102,NA,"XR_004934540.1",401,TRUE,"Gm24952"
"chr2",67939126,67939268,143,10,0.878552441135285,0.819420312631785,0.0591321285035004,46.2615583559485,"intron","NM_020283.4",4112,TRUE,"B3galt1"
"chr16",65981135,65981233,99,8,0.869254948023692,0.782932374100642,0.08632257392305,46.2614481158842,NA,"XR_004939427.1",-70439,FALSE,"Gm22448"
"chr19",42380647,42380722,76,5,0.117027175944999,0.170212801548122,-0.053185625603123,-46.2585012220514,"intron","XR_877861.2",5269,TRUE,"Gm41848"
"chr11",65108388,65111571,3184,9,0.914728864795447,0.867632077661526,0.047096787133921,46.2582113936968,NA,"Gm12293",-47199,TRUE,NA
"chr13",25103005,25103061,57,7,0.913647542057766,0.860711727562678,0.0529358144950881,46.2461208297557,"intron","NR_045182.1",13424,TRUE,"4932702P03Rik"
"chr4",32870275,32870341,67,8,0.901781912160294,0.851804625193517,0.0499772869667776,46.2428132557688,"intron","XM_011249924.4",-5539,TRUE,"Ankrd6"
"chr8",105279510,105279563,54,4,0.60508989156073,0.685655847763002,-0.080565956202272,-46.2357880846599,NA,"XM_006530618.4",11417,FALSE,"Car7"
"chr4",124751708,124751774,67,9,0.0604416139615701,0.0833295975923268,-0.0228879836307567,-46.2326624845773,"intron","XM_030253396.1",2454,TRUE,"Maneal"
"chr9",62182544,62182608,65,7,0.93907262938777,0.901913577525554,0.0371590518622162,46.232545042246,"intron","NM_025721.2",6854,TRUE,"Spesp1"
"chr2",167560046,167560126,81,9,0.680541623657572,0.727860706565153,-0.0473190829075811,-46.2303982891748,NA,"XR_375268.3",-3272,FALSE,"Gm38464"
"chr19",38661877,38661939,63,5,0.802694656903673,0.881563930665539,-0.0788692737618663,-46.2303176667386,"intron","Gm8717",30944,TRUE,NA
"chr12",26294706,26294942,237,7,0.87699679213565,0.805152967962967,0.0718438241726829,46.2193738384437,"intron","NR_136895.1",7603,TRUE,"Gm29968"
"chr7",45162492,45162563,72,7,0.0572450361250556,0.102325267393301,-0.0450802312682456,-46.2168606919242,NA,"XM_006541019.4",-559,TRUE,"Tulp2"
"chr4",152556381,152556439,59,6,0.872952646814314,0.830411163384201,0.0425414834301128,46.2133036267727,"intron","NM_001355738.1",-4724,TRUE,"Nphp4"
"chr6",83038510,83038581,72,9,0.218252312113455,0.265640151993733,-0.0473878398802784,-46.2072014721203,"intron","XM_006506809.2",3259,TRUE,"Dqx1"
"chr4",41713246,41713331,86,6,0.0357160668598918,0.0667013792895002,-0.0309853124296084,-46.2000242461413,"intron","NM_027278.3",187,TRUE,"Rpp25l"
"chr16",56330843,56330902,60,10,0.89790670842816,0.868536588295763,0.0293701201323966,46.1952920221265,"intron","NM_001014423.2",32636,TRUE,"Abi3bp"
"chr19",5038305,5038394,90,9,0.0944286569732322,0.14013931896559,-0.0457106619923579,-46.1935841097275,NA,"NM_153553.5",1606,TRUE,"Npas4"
"chr7",16712586,16712688,103,9,0.869716101269634,0.906093594423484,-0.0363774931538493,-46.1818713512704,NA,"NM_001370851.1",-4320,FALSE,"Pnma8c"
"chr7",79345614,79345667,54,7,0.803578782593533,0.898677271959964,-0.0950984893664312,-46.1797966674274,"intron","XM_006540670.5",13158,TRUE,"Kif7"
"chr2",153420632,153420727,96,8,0.943840394128255,0.90483205464603,0.0390083394822255,46.1745065182584,NA,"NR_176615.1",-48764,FALSE,NA
"chr10",112323489,112323576,88,9,0.847428310627267,0.77268544036674,0.0747428702605275,46.16182410931,NA,"XR_872043.2",172687,FALSE,"Gm40764"
"chr5",11458722,11458793,72,7,0.90759494550022,0.823746108730417,0.0838488367698038,46.1445167654764,"intron","XR_003955850.2",6749,TRUE,"1700108N06Rik"
"chr4",149075067,149075157,91,9,0.947117091438669,0.924885689830198,0.0222314016084711,46.1406560513992,"intron","XR_881580.4",14301,TRUE,"Gm42351"
"chr17",9287881,9287952,72,9,0.723875873613572,0.651548478634732,0.0723273949788399,46.1398131959235,NA,"XR_003952330.1",-46399,FALSE,"Gm29711"
"chr19",56317792,56317877,86,9,0.930611626673894,0.878321238707627,0.0522903879662675,46.1312453090906,"intron","XR_877946.4",-27240,TRUE,"Gm17197"
"chr4",133528412,133528606,195,9,0.872301430763967,0.897310294962151,-0.0250088641981835,-46.1300570350654,"intron","XR_004942399.1",-3383,TRUE,"Gm25270"
"chr5",55726093,55726169,77,8,0.930797196665783,0.839082762545358,0.0917144341204251,46.1291926546523,NA,"Tent2-ps1",-55199,FALSE,NA
"chr11",49957112,49957396,285,9,0.939458839670193,0.864015823204383,0.07544301646581,46.1286931930474,"intron","NR_029769.1",-3133,TRUE,"Mir340"
"chr8",36549420,36549544,125,9,0.102411312836925,0.136308714851508,-0.0338974020145836,-46.1260382517271,NA,"NM_172911.4",-12471,FALSE,"Prag1"
"chr8",91313661,91313716,56,9,0.0810999321987243,0.134721853213803,-0.0536219210150784,-46.1123861436376,NA,"XR_879076.2",-51153,FALSE,"Gm39220"
"chr2",160561870,160561950,81,8,0.85291384516505,0.81708533524044,0.0358285099246102,46.1031290247855,"intron","XR_004940987.1",10293,TRUE,"Gm54128"
"chrY",90800210,90800328,119,7,0.809830496450343,0.862844386010019,-0.0530138895596762,-46.1003944973218,"intron","NR_137282.1",3501,TRUE,"Erdr1"
"chr12",111108901,111108968,68,6,0.93184770292504,0.886926582301893,0.0449211206231473,46.0936431971529,NA,"XM_006515802.3",-23831,FALSE,"Traf3"
"chr5",72203575,72203629,55,9,0.0520372489233008,0.0753789169048602,-0.0233416679815594,-46.0875313183693,NA,"Gm15616",-847,TRUE,NA
